IMGVR_UViG_2773857716_000001	2773857716	2773867576	whole	;;;	vOTU_00240919	92558	Linear	0.9209	High-confidence	100.00	0.00	High-quality	134;134;0;49	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp900187385	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2775507097_000001	2775507097	2775556699	whole	Environmental;Terrestrial;Soil;Unclassified	vOTU_00251465	93191	Linear	0.9326	High-confidence	98.61	0.00	High-quality	144;144;0;55	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces olivochromogenes	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2784746778_000001	2784746778	2784764060	whole	Host-associated;Unclassified;Unclassified;Unclassified	vOTU_00245440	66161	Linear	0.8126	High-confidence	84.97	21.47	Genome fragment	77;77;0;20	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Pseudobacteriovorax;s__Pseudobacteriovorax antillogorgiicola	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2816332595_000001	2816332595	2816371752	whole	;;;	vOTU_00251065	39834	Direct terminal repeat	0.9539	High-confidence	100.00	0.00	High-quality	61;61;0;25	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces rimosus	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2832490380_000006	2832490380	2832490428	whole	Host-associated;Unclassified;Unclassified;Unclassified	vOTU_00262624	15130	Linear	0.9319	High-confidence	46.88	0.00	Genome fragment	23;22;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Gallibacterium;s__Gallibacterium anatis	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2835541450_000001	2835541450	2835542029	whole	;;;	vOTU_00262983	53487	Linear	0.9461	High-confidence	79.92	0.00	Genome fragment	87;87;0;31	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Marinitenerispora;s__Marinitenerispora sediminis	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2852023435_000001	2852023435	2852023453	whole	;;;	vOTU_00264232	32790	Linear	0.9607	High-confidence	50.82	0.00	Genome fragment	47;47;0;24	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Marinitenerispora;s__Marinitenerispora sediminis	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2852318745_000004	2852318745	2852318755	whole	;;;	vOTU_00264295	20105	Linear	0.9614	High-confidence	48.48	0.00	Genome fragment	35;35;0;28	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus cibarius	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2868706329_000003	2868706329	2868706333	whole	Host-associated;Human;Respiratory system;Sputum	vOTU_00265349	10205	Linear	0.9062	High-confidence	23.35	0.00	Genome fragment	8;8;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella catarrhalis	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2871343156_000004	2871343156	2871343200	whole	Host-associated;Mammals;Respiratory system;Pharynx/Throat	vOTU_00265597	11179	Linear	0.9629	High-confidence	23.21	0.00	Genome fragment	9;9;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella multocida	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2893732107_000002	2893732107	2893732161	whole	Host-associated;Cnidaria;Unclassified;Unclassified	vOTU_00267268	35081	Linear	0.9640	High-confidence	62.11	0.00	Genome fragment	34;34;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Endozoicomonas;	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2896197661_000005	2896197661	2896197749	whole	;;;	vOTU_00267509	28897	Linear	0.9636	High-confidence	52.52	0.00	Genome fragment	37;37;0;28	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia alcalifaciens_A	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2900451188_000002	2900451188	2900451191	whole	Host-associated;Mammals;Reproductive system;Uterus	vOTU_00268065	32076	Direct terminal repeat	0.9728	High-confidence	100.00	0.00	High-quality	41;41;0;29	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella multocida	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2912723979_000001	2912723979	2912723982	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_00269193	87893	Linear	0.9078	High-confidence	97.19	0.00	High-quality	132;132;0;48	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces misionensis	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2926765598_000001	2926765598	2926765599	whole	;;;	vOTU_00270244	62067	Linear	0.9496	High-confidence	55.20	0.00	Genome fragment	96;96;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Catenuloplanes;	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2930430511_000001	2930430511	2930430539	whole	;;;	vOTU_00270358	89706	Direct terminal repeat	0.9325	High-confidence	100.00	0.00	High-quality	138;138;0;49	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces platensis	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2932385599_000003	2932385599	2932385624	whole	;;;	vOTU_00269528	83377	Linear	0.8938	High-confidence	92.20	0.00	High-quality	113;113;0;48	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces fradiae	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001682_000326	3300001682	SAHD_10001801	whole	Engineered;Wastewater;Nutrient removal;Dissolved organics (anaerobic)	vOTU_00884347	37162	Linear	0.9512	High-confidence	42.06	0.00	Genome fragment	56;56;0;23	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001688_000326	3300001688	SAHDGT3000_10001801	whole	Engineered;Wastewater;Nutrient removal;Dissolved organics (anaerobic)	vOTU_00884347	37162	Linear	0.9512	High-confidence	42.06	0.00	Genome fragment	56;56;0;23	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300002037_000026	3300002037	BIB12012_10003160	whole	Host-associated;Algae;Red algae;Ectosymbionts	vOTU_00906841	7865	Linear	0.9679	High-confidence	24.00	0.00	Genome fragment	13;13;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300002097_000372	3300002097	C687J26620_1000229	whole	Environmental;Aquatic;Deep subsurface;Groundwater	vOTU_00914895	17893	Linear	0.9643	High-confidence	29.01	0.00	Genome fragment	35;35;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300002097_000306	3300002097	C687J26620_1000243	whole	Environmental;Aquatic;Deep subsurface;Groundwater	vOTU_00914896	17172	Linear	0.9752	High-confidence	28.63	0.00	Genome fragment	33;32;1;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300002461_000744	3300002461	AADWTP_10001531	whole	Environmental;Aquatic;Freshwater;Drinking water	vOTU_00960458	46778	Linear	0.9425	High-confidence	87.22	0.00	Genome fragment	61;61;0;36	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300002461_000411	3300002461	AADWTP_10001528	whole	Environmental;Aquatic;Freshwater;Drinking water	vOTU_00960899	46838	Linear	0.9662	High-confidence	88.55	0.00	Genome fragment	60;60;0;31	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300003177_000003	3300003177	DffDRAFT_1000103	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_01017056	39556	Direct terminal repeat	0.9635	High-confidence	100.00	0.00	High-quality	54;54;0;25	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300003873_000024	3300003873	Ga0062599_1000178	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_01017056	39719	Direct terminal repeat	0.9552	High-confidence	100.00	0.00	High-quality	52;52;0;24	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300005614_000038	3300005614	Ga0068856_100000025	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_01235269	139799	Linear	0.9279	High-confidence	88.20	0.00	Genome fragment	203;201;2;38	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300005680_000023	3300005680	Ga0074429_1000103	whole	Engineered;Wastewater;Nutrient removal;Biological phosphorus removal	vOTU_01256404	24784	Linear	0.9493	High-confidence	61.94	0.00	Genome fragment	28;28;0;21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006348_000060	3300006348	Ga0099694_100600	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01419455	13515	Linear	0.9628	High-confidence	27.49	0.00	Genome fragment	27;27;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006803_000139	3300006803	Ga0075467_10001538	whole	Environmental;Aquatic;Marine;Coastal	vOTU_01529998	19047	Linear	0.9546	High-confidence	38.48	0.00	Genome fragment	35;35;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007079_000040	3300007079	Ga0104033_100851	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01624418	13138	Linear	0.9718	High-confidence	34.72	0.00	Genome fragment	25;25;0;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	k-mer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007295_000054	3300007295	Ga0104867_1000930	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01656614	16717	Linear	0.9792	High-confidence	43.62	0.00	Genome fragment	22;21;1;17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007317_000104	3300007317	Ga0104967_100406	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01658621	20094	Linear	0.8801	High-confidence	24.46	44.92	Genome fragment	30;30;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	k-mer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007335_000031	3300007335	Ga0104969_1000757	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01419488	19429	Linear	0.9623	High-confidence	51.34	0.00	Genome fragment	34;34;0;18	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008075_000056	3300008075	Ga0114853_101763	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01802513	7241	Linear	0.9689	High-confidence	14.13	0.00	Genome fragment	16;16;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	k-mer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008108_000154	3300008108	Ga0114341_10000692	whole	Environmental;Aquatic;Freshwater;Lake	vOTU_01820319	38586	Linear	0.9649	High-confidence	84.52	9.93	Genome fragment	55;55;0;26	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008147_000048	3300008147	Ga0114367_100687	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01860328	20525	Linear	0.9738	High-confidence	59.22	0.00	Genome fragment	32;31;1;23	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008334_000107	3300008334	Ga0115372_1001455	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01802513	7600	Linear	0.9428	High-confidence	14.83	0.00	Genome fragment	17;17;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008345_000125	3300008345	Ga0115409_101166	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01860264	12431	Linear	0.9743	High-confidence	27.29	0.00	Genome fragment	23;23;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008413_000007	3300008413	Ga0115229_100054	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01916737	42196	Linear	0.9759	High-confidence	80.75	0.00	Genome fragment	60;59;1;45	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008506_000162	3300008506	Ga0115176_1003708	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01943647	9783	Linear	0.9726	High-confidence	23.61	0.00	Genome fragment	24;24;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008749_000007	3300008749	Ga0115681_100069	whole	Host-associated;Human;Digestive system;Oral cavity	vOTU_01419488	39821	Linear	0.9640	High-confidence	100.00	0.00	High-quality	61;61;0;36	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300009112_000009	3300009112	Ga0115923_10055250	whole	Engineered;Built environment;Unclassified;Unclassified	vOTU_02016019	59434	Linear	0.9797	High-confidence	63.03	0.00	Genome fragment	83;79;4;35	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300009194_000057	3300009194	Ga0114983_1000291	whole	Environmental;Aquatic;Deep subsurface;Shale gas reservoir	vOTU_02138542	21104	Linear	0.9801	High-confidence	36.30	0.00	Genome fragment	37;37;0;20	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_C;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300009506_000967	3300009506	Ga0118657_10017090	whole	Environmental;Aquatic;Marine;Intertidal zone	vOTU_02210099	11499	Linear	0.9719	High-confidence	24.48	0.00	Genome fragment	15;15;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300009610_000096	3300009610	Ga0105340_1000362	whole	Environmental;Terrestrial;Soil;Floodplain	vOTU_02250388	22180	Linear	0.9510	High-confidence	60.70	0.00	Genome fragment	36;36;0;18	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300009988_000004	3300009988	Ga0105035_100005	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_02332020	31094	Linear	0.9458	High-confidence	49.43	0.00	Genome fragment	33;33;0;22	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300010367_000102	3300010367	Ga0136846_1217861	whole	Environmental;Terrestrial;Soil;Grasslands	vOTU_02453735	18374	Linear	0.9732	High-confidence	44.42	0.00	Genome fragment	26;26;0;18	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300010942_000485	3300010942	Ga0139176_100576	whole	Engineered;Wastewater;Industrial wastewater;Unclassified	vOTU_02572272	5347	Linear	0.9452	High-confidence	13.04	0.00	Genome fragment	12;12;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
